sample_id	gene_name	target_id	target_type	gene_vl
RN05791216	ALK	cg07575565	T	0.416835
RN05791216	ARID1B	cg07577837	N	0.92954
RN05791216	ARID1B	cg07577837	T	0.853999
RN05791216	FLJ45983	cg07578663	N	0.0324759
RN05791216	FLJ45983	cg07578663	T	0.0225113
RN05791216	IGF1R	cg07615383	N	0.381352
RN05791216	IGF1R	cg07615383	T	0.0983966
RN05791216	CREBBP	cg07618675	N	0.788464
RN05791216	CREBBP	cg07618675	T	0.866402
RN05791216	EGFR	cg07626206	N	0.47569
RN05791216	EGFR	cg07626206	T	0.617029
RN05791216	PALB2	cg07627390	N	0.0299056
RN05791216	PALB2	cg07627390	T	0.0328219
RN05791216	PTEN	cg07655693	N	0.034023
RN05791216	PTEN	cg07655693	T	0.041778
RN05791216	CCND1	cg07663571	N	0.0213166
RN05791216	CCND1	cg07663571	T	0.0229153
RN05791216	ARID1A	cg07674974	N	0.575816
RN05791216	ARID1A	cg07674974	T	0.537603
RN05791216	ARID3B	cg07708777	N	0.768644
RN05791216	ARID3B	cg07708777	T	0.950018
RN05791216	ARID1B	cg07726426	N	0.788408
RN05791216	ARID1B	cg07726426	T	0.842345
RN05791216	TP53	cg07760161	N	0.602562
RN05791216	TP53	cg07760161	T	0.720011
RN05791216	CDH1	cg07762788	N	0.913055
RN05791216	CDH1	cg07762788	T	0.730539
RN05791216	CTCF	cg07763701	N	0.865705
RN05791216	CTCF	cg07763701	T	0.953475
RN05791216	IGF1R	cg07779120	N	0.0855212
RN05791216	IGF1R	cg07779120	T	0.0273865
RN05791216	CCND1	cg07781399	N	0.0703798
RN05791216	CCND1	cg07781399	T	0.0483852
RN05791216	CDK4	cg07788451	N	0.0486195
RN05791216	CDK4	cg07788451	T	0.0449005
RN05791216	CDGAP	cg07794554	N	0.0538047
RN05791216	CDGAP	cg07794554	T	0.0516321
RN05791216	IGF1R	cg07813285	N	0.939475
RN05791216	IGF1R	cg07813285	T	0.951515
RN05791216	AKT1	cg07820552	N	0.92458
RN05791216	AKT1	cg07820552	T	0.916047
RN05791216	IGF1R	cg07838604	N	0.594779
RN05791216	IGF1R	cg07838604	T	0.596019
RN05791216	EGFR	cg07845171	N	0.428898
RN05791216	EGFR	cg07845171	T	0.521972
RN05791216	PTEN	cg07848764	N	0.719816
RN05791216	PTEN	cg07848764	T	0.726926
RN05791216	PALB2	cg07866179	N	0.025028
RN05791216	PALB2	cg07866179	T	0.0247946
RN05791216	ALK	cg07871302	N	0.926143
RN05791216	ALK	cg07871302	T	0.91903
RN05791216	MYC	cg07871324	N	0.0373094
RN05791216	MYC	cg07871324	T	0.0292201
RN05791216	RB1	cg07880715	N	0.729842
RN05791216	RB1	cg07880715	T	0.284768
RN05791216	IGF1R	cg07911768	N	0.816771
RN05791216	IGF1R	cg07911768	T	0.892338
RN05791216	NBR1	cg07912561	N	0.0787654
RN05791216	NBR1	cg07912561	T	0.0824132
RN05791216	IGF1R	cg07936846	N	0.853507
RN05791216	IGF1R	cg07936846	T	0.808663
RN05791216	NEUROD2	cg07960154	N	0.0494106
RN05791216	NEUROD2	cg07960154	T	0.0571606
RN05791216	ARID1B	cg07965326	N	0.916796
RN05791216	ARID1B	cg07965326	T	0.931904
RN05791216	CTCF	cg07967402	N	0.0303727
RN05791216	CTCF	cg07967402	T	0.0417803
RN05791216	GATA3	cg07989490	N	0.955681
RN05791216	GATA3	cg07989490	T	0.96848
RN05791216	TP53	cg07991600	N	0.0586105
RN05791216	TP53	cg07991600	T	0.0502715
RN05791216	NEUROD2	cg07997493	N	0.0684793
RN05791216	NEUROD2	cg07997493	T	0.102228
RN05791216	NOTCH3	cg08013143	N	0.908963
RN05791216	NOTCH3	cg08013143	T	0.930911
RN05791216	IGF1R	cg08029449	N	0.865636
RN05791216	IGF1R	cg08029449	T	0.423528
RN05791216	IGF1R	cg08048831	N	0.950584
RN05791216	IGF1R	cg08048831	T	0.939944
RN05791216	CDH1	cg08051386	N	0.692308
RN05791216	CDH1	cg08051386	T	0.161472
RN05791216	CREBBP	cg08051625	N	0.964627
RN05791216	CREBBP	cg08051625	T	0.968682
RN05791216	ALK	cg08051679	N	0.670633
RN05791216	ALK	cg08051679	T	0.354305
RN05791216	MET	cg08074000	N	0.543255
RN05791216	MET	cg08074000	T	0.412837
RN05791216	TP53	cg08119584	N	0.0220177
RN05791216	TP53	cg08119584	T	0.0301961
RN05791216	IGF1R	cg08138544	N	0.0304818
RN05791216	IGF1R	cg08138544	T	0.0339767
RN05791216	RAD51C	cg08140274	N	0.957854
RN05791216	RAD51C	cg08140274	T	0.529784
RN05791216	BRCA2	cg08157964	N	0.0245673
RN05791216	BRCA2	cg08157964	T	0.026668
RN05791216	CCND1	cg08170622	N	0.0247994
RN05791216	CCND1	cg08170622	T	0.0211831
RN05791216	EGFR	cg08197461	N	0.708313
RN05791216	EGFR	cg08197461	T	0.545375
RN05791216	CREBBP	cg08211120	N	0.965679
RN05791216	CREBBP	cg08211120	T	0.968115
RN05791216	ALK	cg08247465	N	0.689454
RN05791216	ALK	cg08247465	T	0.203209
RN05791216	ARID1B	cg08268892	N	0.881499
RN05791216	ARID1B	cg08268892	T	0.943857
RN05791216	ERBB3	cg08269173	N	0.580112
RN05791216	ERBB3	cg08269173	T	0.446709
RN05791216	CREBBP	cg08284826	N	0.923204
RN05791216	CREBBP	cg08284826	T	0.888634
RN05791216	CDH1	cg08285862	N	0.961716
RN05791216	CDH1	cg08285862	T	0.962475
RN05791216	IGF1R	cg08307952	N	0.85844
RN05791216	IGF1R	cg08307952	T	0.485338
RN05791216	ARID1B	cg08308556	N	0.0527031
RN05791216	ARID1B	cg08308556	T	0.0360115
RN05791216	IGF1R	cg08315825	N	0.947473
RN05791216	IGF1R	cg08315825	T	0.954108
RN05791216	CTCF	cg08324636	N	0.0446887
RN05791216	CTCF	cg08324636	T	0.0492596
RN05791216	ALK	cg08335587	N	0.44273
RN05791216	ALK	cg08335587	T	0.339189
RN05791216	ALK	cg08340798	N	0.902347
RN05791216	ALK	cg08340798	T	0.83082
RN05791216	CDH1	cg08344210	N	0.877958
RN05791216	CDH1	cg08344210	T	0.849449
RN05791216	FLJ45983	cg08347183	N	0.0415354
RN05791216	FLJ45983	cg08347183	T	0.0166636
RN05791216	NEUROD2	cg08348709	N	0.0365014
RN05791216	NEUROD2	cg08348709	T	0.0184535
RN05791216	DCTN5	cg08350734	N	0.043912
RN05791216	DCTN5	cg08350734	T	0.0507551
RN05791216	PTEN	cg08363193	N	0.816775
RN05791216	PTEN	cg08363193	T	0.888704
RN05791216	CREBBP	cg08364730	N	0.844224
RN05791216	CREBBP	cg08364730	T	0.878522
RN05791216	LPAR6	cg08377570	N	0.948167
RN05791216	LPAR6	cg08377570	T	0.940277
RN05791216	RB1	cg08383063	N	0.0432808
RN05791216	RB1	cg08383063	T	0.0343572
RN05791216	BRCA1	cg08386886	N	0.142747
RN05791216	BRCA1	cg08386886	T	0.760616
RN05791216	CDKN2BAS	cg08390209	N	0.412107
RN05791216	CDKN2BAS	cg08390209	T	0.801366
RN05791216	CTCF	cg08395748	N	0.952886
RN05791216	CTCF	cg08395748	T	0.968155
RN05791216	CREBBP	cg08402498	N	0.842882
RN05791216	CREBBP	cg08402498	T	0.875231
RN05791216	EGFR	cg08428266	N	0.91351
RN05791216	EGFR	cg08428266	T	0.936171
RN05791216	MYC	cg08428512	N	0.0361736
RN05791216	MYC	cg08428512	T	0.0483742
RN05791216	ARID1B	cg08484668	N	0.960912
RN05791216	ARID1B	cg08484668	T	0.927122
RN05791216	CREBBP	cg08506924	N	0.0753125
RN05791216	CREBBP	cg08506924	T	0.0511944
RN05791216	ALK	cg08515635	N	0.51181
RN05791216	ALK	cg08515635	T	0.85792
RN05791216	ARID1B	cg08516596	N	0.289158
RN05791216	ARID1B	cg08516596	T	0.196338
RN05791216	MYC	cg08526705	N	0.668317
RN05791216	MYC	cg08526705	T	0.900207
RN05791216	IGF1R	cg08538069	N	0.810013
RN05791216	IGF1R	cg08538069	T	0.976015
RN05791216	MDM2	cg08547457	N	0.963429
RN05791216	MDM2	cg08547457	T	0.963761
RN05791216	ERBB2	cg08585669	N	0.969669
RN05791216	ERBB2	cg08585669	T	0.948798
RN05791216	PTEN	cg08602305	N	0.0179013
RN05791216	PTEN	cg08602305	T	0.0228856
RN05791216	ARID1A	cg08605038	N	0.87518
RN05791216	ARID1A	cg08605038	T	0.934554
RN05791216	CREBBP	cg08606573	N	0.938722
RN05791216	CREBBP	cg08606573	T	0.959627
RN05791216	ARID1B	cg08614771	N	0.0306313
RN05791216	ARID1B	cg08614771	T	0.0290084
RN05791216	CDH1	cg08616585	N	0.933832
RN05791216	CDH1	cg08616585	T	0.936228
RN05791216	CDH1	cg08617008	N	0.972051
RN05791216	CDH1	cg08617008	T	0.97744
RN05791216	IGF1R	cg08639847	N	0.94858
RN05791216	IGF1R	cg08639847	T	0.942266
RN05791216	RB1	cg08644711	N	0.0576099
RN05791216	RB1	cg08644711	T	0.0467954
RN05791216	CDH1	cg08664874	N	0.956559
RN05791216	CDH1	cg08664874	T	0.960193
RN05791216	CDKN2A	cg08686553	N	0.190069
RN05791216	CDKN2A	cg08686553	T	0.868212
RN05791216	TP53	cg08691422	N	0.402813
RN05791216	TP53	cg08691422	T	0.3835
RN05791216	CDH1	cg08696401	N	0.861163
RN05791216	CDH1	cg08696401	T	0.93275
RN05791216	ARHGAP31-AS1	cg08698339	N	0.0366476
RN05791216	ARHGAP31-AS1	cg08698339	T	0.0383627
RN05791216	CDKN2B	cg08700949	N	0.0555601
RN05791216	CDKN2B	cg08700949	T	0.0380065
RN05791216	IGF1R	cg08702550	N	0.734504
RN05791216	IGF1R	cg08702550	T	0.688806
RN05791216	FLJ45983	cg08707112	N	0.0808034
RN05791216	FLJ45983	cg08707112	T	0.0505234
RN05791216	PIK3CA	cg08716009	N	0.866939
RN05791216	PIK3CA	cg08716009	T	0.946572
RN05791216	IGF1R	cg08729686	N	0.205059
RN05791216	IGF1R	cg08729686	T	0.4297
RN05791216	ARID1B	cg08750740	N	0.717436
RN05791216	ARID1B	cg08750740	T	0.453173
RN05791216	MIR4466	cg08759764	N	0.331743
RN05791216	MIR4466	cg08759764	T	0.404509
RN05791216	PALB2	cg08762306	N	0.255395
RN05791216	PALB2	cg08762306	T	0.235184
RN05791216	IGF1R	cg08762449	N	0.0320561
RN05791216	IGF1R	cg08762449	T	0.0224719
RN05791216	IGF1R	cg08778287	N	0.831869
RN05791216	IGF1R	cg08778287	T	0.895638
RN05791216	LPAR6	cg08778908	N	0.664908
RN05791216	LPAR6	cg08778908	T	0.682531
RN05791216	ARID1B	cg08783584	N	0.953474
RN05791216	ARID1B	cg08783584	T	0.929359
RN05791216	MDM2	cg08797454	N	0.0291802
RN05791216	MDM2	cg08797454	T	0.0300518
RN05791216	IGF1R	cg08848814	N	0.555489
RN05791216	IGF1R	cg08848814	T	0.283596
RN05791216	PTEN	cg08859916	N	0.0431453
RN05791216	PTEN	cg08859916	T	0.0188627
RN05791216	MAP2K4	cg08891406	N	0.0195193
RN05791216	MAP2K4	cg08891406	T	0.0230753
RN05791216	CREBBP	cg08912210	N	0.902999
RN05791216	CREBBP	cg08912210	T	0.918453
RN05791216	CREBBP	cg08917023	N	0.968959
RN05791216	CREBBP	cg08917023	T	0.970492
RN05791216	IGF1R	cg08920032	N	0.855753
RN05791216	IGF1R	cg08920032	T	0.333136
RN05791216	EGFR	cg08937890	N	0.927674
RN05791216	EGFR	cg08937890	T	0.914415
RN05791216	IGF1R	cg08943010	N	0.331265
RN05791216	IGF1R	cg08943010	T	0.367601
RN05791216	ATM	cg08954307	N	0.965393
RN05791216	ATM	cg08954307	T	0.950034
RN05791216	PTEN	cg08960754	N	0.0384652
RN05791216	PTEN	cg08960754	T	0.0477727
RN05791216	MET	cg08964563	N	0.76664
RN05791216	MET	cg08964563	T	0.840158
RN05791216	CREBBP	cg08964948	N	0.961407
RN05791216	CREBBP	cg08964948	T	0.962721
RN05791216	EGFR	cg08987011	N	0.947347
RN05791216	EGFR	cg08987011	T	0.963556
RN05791216	BRCA1	cg08993267	N	0.0340155
RN05791216	BRCA1	cg08993267	T	0.797196
RN05791216	PTEN	cg08995089	N	0.0359546
RN05791216	PTEN	cg08995089	T	0.0333861
RN05791216	NBR1	cg09019013	N	0.0325114
RN05791216	NBR1	cg09019013	T	0.0273023
RN05791216	WRAP53	cg09025002	N	0.464697
RN05791216	WRAP53	cg09025002	T	0.556171
RN05791216	IGF1R	cg09045933	N	0.724326
RN05791216	IGF1R	cg09045933	T	0.872693
RN05791216	CDGAP	cg09081994	N	0.910328
RN05791216	CDGAP	cg09081994	T	0.915508
RN05791216	CDK4	cg09096528	N	0.0315497
RN05791216	CDK4	cg09096528	T	0.0268038
RN05791216	BRCA2	cg09102017	N	0.0221918
RN05791216	BRCA2	cg09102017	T	0.0341546
RN05791216	ARHGAP31	cg09105793	N	0.474102
RN05791216	ARHGAP31	cg09105793	T	0.343701
RN05791216	ALK	cg09142141	N	0.836945
RN05791216	ALK	cg09142141	T	0.764883
RN05791216	TP53	cg09168066	N	0.520234
RN05791216	TP53	cg09168066	T	0.630105
RN05791216	ARID1A	cg09214447	N	0.235411
RN05791216	ARID1A	cg09214447	T	0.36137
RN05791216	CDH1	cg09220040	N	0.851722
RN05791216	CDH1	cg09220040	T	0.923443
RN05791216	CDKN2B-AS1	cg09222585	N	0.660722
RN05791216	CDKN2B-AS1	cg09222585	T	0.107301
RN05791216	ARID1B	cg09226014	N	0.850499
RN05791216	ARID1B	cg09226014	T	0.852917
RN05791216	ARID1B	cg09247358	N	0.311858
RN05791216	ARID1B	cg09247358	T	0.435382
RN05791216	ALK	cg09251630	N	0.909554
RN05791216	ALK	cg09251630	T	0.917314
RN05791216	MDM2	cg09253725	N	0.936651
RN05791216	MDM2	cg09253725	T	0.945557
RN05791216	ARID1B	cg09254119	N	0.6777
RN05791216	ARID1B	cg09254119	T	0.754232
RN05791216	NOTCH3	cg09265397	N	0.425066
RN05791216	NOTCH3	cg09265397	T	0.632623
RN05791216	CREBBP	cg09269891	N	0.422293
RN05791216	CREBBP	cg09269891	T	0.209557
RN05791216	EGFR	cg09279056	N	0.830977
RN05791216	EGFR	cg09279056	T	0.950308
RN05791216	ARID1B	cg09290245	N	0.803454
RN05791216	ARID1B	cg09290245	T	0.967149
RN05791216	ARID1B	cg09303429	N	0.958077
RN05791216	ARID1B	cg09303429	T	0.937296
RN05791216	ARID3B	cg09306061	N	0.960503
RN05791216	ARID3B	cg09306061	T	0.966014
RN05791216	CREBBP	cg09306986	N	0.964361
RN05791216	CREBBP	cg09306986	T	0.961943
RN05791216	RAF1	cg09326546	N	0.0228721
RN05791216	RAF1	cg09326546	T	0.0327462
RN05791216	ALK	cg09334285	N	0.597271
RN05791216	ALK	cg09334285	T	0.300738
RN05791216	ALK	cg09339630	N	0.840201
RN05791216	ALK	cg09339630	T	0.896711
RN05791216	ERBB3	cg09348347	N	0.460513
RN05791216	ERBB3	cg09348347	T	0.100451
RN05791216	EGFR	cg09378783	N	0.855562
RN05791216	EGFR	cg09378783	T	0.663924
RN05791216	ATM	cg09381630	N	0.929364
RN05791216	ATM	cg09381630	T	0.942282
RN05791216	NEUROD2	cg09393675	N	0.0470376
RN05791216	NEUROD2	cg09393675	T	0.0495455
RN05791216	ERBB3	cg09395955	N	0.430684
RN05791216	ERBB3	cg09395955	T	0.15334
RN05791216	CDH1	cg09406989	N	0.245944
RN05791216	CDH1	cg09406989	T	0.0568169
RN05791216	ALK	cg09420659	N	0.82233
RN05791216	ALK	cg09420659	T	0.937598
RN05791216	NBR2	cg09441966	N	0.0508629
RN05791216	NBR2	cg09441966	T	0.8042
RN05791216	PTEN	cg09472211	N	0.0357284
RN05791216	PTEN	cg09472211	T	0.0435741
RN05791216	ATM	cg09493837	N	0.886407
RN05791216	ATM	cg09493837	T	0.884488
RN05791216	DCTN5	cg09500317	N	0.0791772
RN05791216	DCTN5	cg09500317	T	0.0725518
RN05791216	CDK4	cg09504352	N	0.0295579
RN05791216	CDK4	cg09504352	T	0.0226938
RN05791216	PIK3CA	cg09516650	N	0.965879
RN05791216	PIK3CA	cg09516650	T	0.964562
RN05791216	CREBBP	cg09519954	N	0.931224
RN05791216	CREBBP	cg09519954	T	0.952132
RN05791216	CCND1	cg09520904	N	0.492861
RN05791216	CCND1	cg09520904	T	0.56105
RN05791216	PTEN	cg09528884	N	0.0250555
RN05791216	PTEN	cg09528884	T	0.025085
RN05791216	PIK3CA	cg09539481	N	0.0383668
RN05791216	PIK3CA	cg09539481	T	0.0362962
RN05791216	PTEN	cg09544159	N	0.879968
RN05791216	PTEN	cg09544159	T	0.599292
RN05791216	NOTCH3	cg09544338	N	0.111401
RN05791216	NOTCH3	cg09544338	T	0.0596166
RN05791216	ELDR	cg09549078	N	0.924852
RN05791216	ELDR	cg09549078	T	0.937999
RN05791216	PTEN	cg09550257	N	0.0354641
RN05791216	PTEN	cg09550257	T	0.03228
RN05791216	CCND1	cg09551996	N	0.0906254
RN05791216	CCND1	cg09551996	T	0.0742728
RN05791216	CREBBP	cg09566021	N	0.404376
RN05791216	CREBBP	cg09566021	T	0.148826
RN05791216	MYC	cg09611124	N	0.0220002
RN05791216	MYC	cg09611124	T	0.0318805
RN05791216	CCND1	cg09637363	N	0.467919
RN05791216	CCND1	cg09637363	T	0.362775
RN05791216	BRCA1	cg09648631	N	0.961655
RN05791216	BRCA1	cg09648631	T	0.904449
RN05791216	NBR1	cg09686347	N	0.0189268
RN05791216	NBR1	cg09686347	T	0.0203441
RN05791216	ARID1B	cg09694281	N	0.721091
RN05791216	ARID1B	cg09694281	T	0.639533
RN05791216	CDKN2A	cg09695126	N	0.468216
RN05791216	CDKN2A	cg09695126	T	0.923034
RN05791216	BRCA2	cg09698981	N	0.160975
RN05791216	BRCA2	cg09698981	T	0.111816
RN05791216	PALB2	cg09705885	N	0.0163943
RN05791216	PALB2	cg09705885	T	0.0212969
RN05791216	ARID1A	cg09707140	N	0.965083
RN05791216	ARID1A	cg09707140	T	0.960872
RN05791216	ARID1B	cg09726890	N	0.8617
RN05791216	ARID1B	cg09726890	T	0.868896
RN05791216	FLJ45983	cg09728012	N	0.0167266
RN05791216	FLJ45983	cg09728012	T	0.0208017
RN05791216	CREBBP	cg09740815	N	0.899319
RN05791216	CREBBP	cg09740815	T	0.880269
RN05791216	LPAR6	cg09750084	N	0.545196
RN05791216	LPAR6	cg09750084	T	0.369831
RN05791216	RB1	cg09751228	N	0.965731
RN05791216	RB1	cg09751228	T	0.96476
RN05791216	NOTCH3	cg09752223	N	0.651181
RN05791216	NOTCH3	cg09752223	T	0.754188
RN05791216	CDKN2B-AS1	cg09776804	N	0.0329528
RN05791216	CDKN2B-AS1	cg09776804	T	0.0263055
RN05791216	ERBB3	cg09777064	N	0.969747
RN05791216	ERBB3	cg09777064	T	0.954396
RN05791216	MDM2	cg09781971	N	0.0396335
RN05791216	MDM2	cg09781971	T	0.0345314
RN05791216	CCND1	cg09801353	N	0.0262267
RN05791216	CCND1	cg09801353	T	0.0219663
RN05791216	ATM	cg09808176	N	0.0365951
RN05791216	ATM	cg09808176	T	0.0235638
RN05791216	IGF1R	cg09824900	N	0.124149
RN05791216	IGF1R	cg09824900	T	0.0976462
RN05791216	BRCA1	cg09831010	N	0.0422552
RN05791216	BRCA1	cg09831010	T	0.747209
RN05791216	ARID1A	cg09849688	N	0.533687
RN05791216	ARID1A	cg09849688	T	0.540524
RN05791216	RAF1	cg09856107	N	0.851423
RN05791216	RAF1	cg09856107	T	0.792012
RN05791216	ERBB2	cg09875273	N	0.0196851
RN05791216	ERBB2	cg09875273	T	0.0209534
RN05791216	IGF1R	cg09880921	N	0.137947
RN05791216	IGF1R	cg09880921	T	0.141858
RN05791216	ALK	cg09942743	N	0.542577
RN05791216	ALK	cg09942743	T	0.585343
RN05791216	IGF1R	cg09992204	N	0.954185
RN05791216	IGF1R	cg09992204	T	0.955065
RN05791216	ALK	cg09996077	N	0.830986
RN05791216	ALK	cg09996077	T	0.799538
RN05791216	EGFR	cg10002850	N	0.598912
RN05791216	EGFR	cg10002850	T	0.861384
RN05791216	ARID1B	cg10023565	N	0.937775
RN05791216	ARID1B	cg10023565	T	0.664079
RN05791216	PTEN	cg10041390	N	0.0337899
RN05791216	PTEN	cg10041390	T	0.0245525
RN05791216	PA2G4	cg10056728	N	0.686878
RN05791216	PA2G4	cg10056728	T	0.40781
RN05791216	ERBB3	cg10057843	N	0.0334482
RN05791216	ERBB3	cg10057843	T	0.0280266
RN05791216	ARID1B	cg10059410	N	0.964367
RN05791216	ARID1B	cg10059410	T	0.925392
RN05791216	EGFR	cg10078057	N	0.747727
RN05791216	EGFR	cg10078057	T	0.824007
RN05791216	GATA3	cg10089865	N	0.43386
RN05791216	GATA3	cg10089865	T	0.950119
RN05791216	AKT1	cg10100767	N	0.941016
RN05791216	AKT1	cg10100767	T	0.957136
RN05791216	BRCA1	cg10125569	N	0.0276216
RN05791216	BRCA1	cg10125569	T	0.567459
RN05791216	CDKN2B-AS1	cg10140648	N	0.945232
RN05791216	CDKN2B-AS1	cg10140648	T	0.864361
RN05791216	NEUROD2	cg10141377	N	0.0449415
RN05791216	NEUROD2	cg10141377	T	0.0335062
RN05791216	EGFR	cg10154108	N	0.933749
RN05791216	EGFR	cg10154108	T	0.610121
RN05791216	GATA3	cg10163955	N	0.472024
RN05791216	GATA3	cg10163955	T	0.944744
RN05791216	ALK	cg10179251	N	0.53948
RN05791216	ALK	cg10179251	T	0.793111
RN05791216	NBR2	cg10179518	N	0.351024
RN05791216	NBR2	cg10179518	T	0.249819
RN05791216	EGFR	cg10188975	N	0.814318
RN05791216	EGFR	cg10188975	T	0.90145
RN05791216	IGF1R	cg10190035	N	0.967334
RN05791216	IGF1R	cg10190035	T	0.951357
RN05791216	NBR2	cg10200559	N	0.55154
RN05791216	NBR2	cg10200559	T	0.244331
RN05791216	CREBBP	cg10203440	N	0.635157
RN05791216	CREBBP	cg10203440	T	0.80982
RN05791216	PTEN	cg10205334	N	0.0258699
RN05791216	PTEN	cg10205334	T	0.0362151
RN05791216	LPAR6	cg10210903	N	0.957644
RN05791216	LPAR6	cg10210903	T	0.948732
RN05791216	CTCF	cg10218542	N	0.0296774
RN05791216	CTCF	cg10218542	T	0.0279836
RN05791216	IGF1R	cg10246772	N	0.972649
RN05791216	IGF1R	cg10246772	T	0.960198
RN05791216	PALB2	cg10262659	N	0.928553
RN05791216	PALB2	cg10262659	T	0.94335
RN05791216	PALB2	cg10269081	N	0.0550079
RN05791216	PALB2	cg10269081	T	0.0521439
RN05791216	CREBBP	cg10279167	N	0.94906
RN05791216	CREBBP	cg10279167	T	0.917861
RN05791216	PGAP3	cg10289325	N	0.0396664
RN05791216	PGAP3	cg10289325	T	0.047026
RN05791216	AKT1	cg10290474	N	0.0749334
RN05791216	AKT1	cg10290474	T	0.082372
RN05791216	MYC	cg10302505	N	0.045723
RN05791216	MYC	cg10302505	T	0.0374247
RN05791216	CDH1	cg10313337	N	0.639807
RN05791216	CDH1	cg10313337	T	0.704128
RN05791216	MYC	cg10340053	N	0.0253944
RN05791216	MYC	cg10340053	T	0.0358034
RN05791216	IGF1R	cg10342963	N	0.931462
RN05791216	IGF1R	cg10342963	T	0.947642
RN05791216	RAF1	cg10345613	N	0.890746
RN05791216	RAF1	cg10345613	T	0.870711
RN05791216	CREBBP	cg10364896	N	0.95692
RN05791216	CREBBP	cg10364896	T	0.963776
RN05791216	IGF1R	cg10389812	N	0.679343
RN05791216	IGF1R	cg10389812	T	0.589147
RN05791216	PGAP3	cg10394385	N	0.0765562
RN05791216	PGAP3	cg10394385	T	0.0825935
RN05791216	AKT1	cg10415607	N	0.84241
RN05791216	AKT1	cg10415607	T	0.939892
RN05791216	CDKN2B-AS1	cg10421193	N	0.972491
RN05791216	CDKN2B-AS1	cg10421193	T	0.959091
RN05791216	MAP2K4	cg10431797	N	0.949726
RN05791216	MAP2K4	cg10431797	T	0.943292
RN05791216	RB1	cg10452585	N	0.0387841
RN05791216	RB1	cg10452585	T	0.0345099
RN05791216	CDKN2A	cg10458809	N	0.142304
RN05791216	CDKN2A	cg10458809	T	0.402758
RN05791216	IGF1R	cg10473099	N	0.896019
RN05791216	IGF1R	cg10473099	T	0.957389
RN05791216	IGF1R	cg10473588	N	0.964643
RN05791216	IGF1R	cg10473588	T	0.969798
RN05791216	CTCF	cg10481400	N	0.037191
RN05791216	CTCF	cg10481400	T	0.0316753
RN05791216	ALK	cg10487010	N	0.75021
RN05791216	ALK	cg10487010	T	0.471494
RN05791216	TEX14	cg10487724	N	0.0215719
RN05791216	TEX14	cg10487724	T	0.0284035
RN05791216	IGF1R	cg10507754	N	0.940995
RN05791216	IGF1R	cg10507754	T	0.957332
RN05791216	PALB2	cg10514594	N	0.957244
RN05791216	PALB2	cg10514594	T	0.94795
RN05791216	CDKN2B-AS1	cg10520134	N	0.778671
RN05791216	CDKN2B-AS1	cg10520134	T	0.620953
RN05791216	NBR1	cg10527302	N	0.279174
RN05791216	NBR1	cg10527302	T	0.380969
RN05791216	AKT1	cg10532523	N	0.952962
RN05791216	AKT1	cg10532523	T	0.955334
RN05791216	CCND1	cg10539418	N	0.0565934
RN05791216	CCND1	cg10539418	T	0.0541916
RN05791216	ARID1B	cg10541132	N	0.666697
RN05791216	ARID1B	cg10541132	T	0.795434
RN05791216	EGFR	cg10550611	N	0.858584
RN05791216	EGFR	cg10550611	T	0.942155
RN05791216	RB1	cg10552385	N	0.0323525
RN05791216	RB1	cg10552385	T	0.0250658
RN05791216	IGF1R	cg10572450	N	0.95908
RN05791216	IGF1R	cg10572450	T	0.942402
RN05791216	MAP2K4	cg10596925	N	0.0468461
RN05791216	MAP2K4	cg10596925	T	0.049449
RN05791216	BRCA1	cg10609677	N	0.483114
RN05791216	BRCA1	cg10609677	T	0.500523
RN05791216	ATM	cg10610482	N	0.0586954
RN05791216	ATM	cg10610482	T	0.0335209
RN05791216	CDKN2B-AS1	cg10634322	N	0.25931
RN05791216	CDKN2B-AS1	cg10634322	T	0.404845
RN05791216	TP53	cg10653997	N	0.763006
RN05791216	TP53	cg10653997	T	0.891437
RN05791216	RAD51C	cg10671235	N	0.977617
RN05791216	RAD51C	cg10671235	T	0.570776
RN05791216	EGFR	cg10690277	N	0.942477
RN05791216	EGFR	cg10690277	T	0.955838
RN05791216	ERBB2	cg10713339	N	0.916542
RN05791216	ERBB2	cg10713339	T	0.892605
RN05791216	ARID1B	cg10726394	N	0.0266839
RN05791216	ARID1B	cg10726394	T	0.0252364
RN05791216	ARID1B	cg10733080	N	0.958704
RN05791216	ARID1B	cg10733080	T	0.958567
RN05791216	CDKN2B-AS1	cg10734259	N	0.853294
RN05791216	CDKN2B-AS1	cg10734259	T	0.907421
RN05791216	TP53	cg10792831	N	0.931896
RN05791216	TP53	cg10792831	T	0.953476
RN05791216	MAP2K4	cg10800496	N	0.942402
RN05791216	MAP2K4	cg10800496	T	0.923655
RN05791216	MYC	cg10832291	N	0.138971
RN05791216	MYC	cg10832291	T	0.10289
RN05791216	MYC	cg10836034	N	0.0328499
RN05791216	MYC	cg10836034	T	0.0360106
RN05791216	ERBB3	cg10843494	N	0.958082
RN05791216	ERBB3	cg10843494	T	0.950803
RN05791216	CDKN2BAS	cg10848754	N	0.0551401
RN05791216	CDKN2BAS	cg10848754	T	0.0350279
RN05791216	ERBB3	cg10869879	N	0.323684
RN05791216	ERBB3	cg10869879	T	0.046659
RN05791216	NBR2	cg10893007	N	0.0266096
RN05791216	NBR2	cg10893007	T	0.59468
RN05791216	PTEN	cg10930218	N	0.0480992
