chromosome	start_pos	end_pos	gene	log2	cn	depth	probes	weight	sample_id
chr6	35706170	43639713	MAPK14	0.747354	3	238.516	1361	607.278	RN06915040
chr6	43639985	58745455	VEGFA	0.354704	3	180.895	1270	583.914	RN06915040
chr6	43639985	58745455	BMP5	0.354704	3	180.895	1270	583.914	RN06915040
chr6	105987837	135716027	FOXO3	0.280235	2	158.382	2082	953.574	RN06915040
chr6	105987837	135716027	HEY2	0.280235	2	158.382	2082	953.574	RN06915040
chr6	105987837	135716027	HDAC2	0.280235	2	158.382	2082	953.574	RN06915040
chr6	135725951	139609822	MAP3K5	-0.681849	1	110.434	381	169.406	RN06915040
chr6	139609822	146127601	PLAGL1	0.3416	3	164.174	342	162.61	RN06915040
chr6	146128101	171054567	RPS6KA2	-0.585233	1	112.294	1992	904.701	RN06915040
chr6	146128101	171054567	MAP3K4	-0.585233	1	112.294	1992	904.701	RN06915040
chr6	146128101	171054567	ESR1	-0.585233	1	112.294	1992	904.701	RN06915040
chr6	146128101	171054567	DLL1	-0.585233	1	112.294	1992	904.701	RN06915040
chr7	10500	5103681	LFNG	0.586687	3	190.744	617	277.027	RN06915040
chr7	10500	5103681	PDGFA	0.586687	3	190.744	617	277.027	RN06915040
chr7	5488029	24690333	PMS2	0.627916	3	186.309	1264	577.968	RN06915040
chr7	24690833	57529662	INHBA	0.327664	3	160.103	2350	1067.34	RN06915040
chr7	24690833	57529662	EGFR	0.327664	3	160.103	2350	1067.34	RN06915040
chr7	76029591	91048084	DTX2	0.240304	2	153.973	882	405.131	RN06915040
chr7	91048084	99507284	CDK6	-0.591509	1	113.495	995	446.251	RN06915040
chr7	102108889	141442039	BRAF	-0.519149	1	113.475	3128	1422.58	RN06915040
chr7	102108889	141442039	PIK3CG	-0.519149	1	113.475	3128	1422.58	RN06915040
chr7	102108889	141442039	MET	-0.519149	1	113.475	3128	1422.58	RN06915040
chr7	143884000	154143470	RHEB	-0.552573	1	119.769	1019	462.579	RN06915040
chr7	143884000	154143470	CUL1	-0.552573	1	119.769	1019	462.579	RN06915040
chr8	3612106	31498232	WRN	-0.555999	1	114.878	2130	965.451	RN06915040
chr8	37672991	38002946	EIF4EBP1	0.682301	3	230.526	87	38.0782	RN06915040
chr8	38003509	43398986	FGFR1	0.257449	2	158.14	666	292.127	RN06915040
chr8	80361830	93029650	NBN	0.826818	4	168.42	570	266.829	RN06915040
chr8	80361830	93029650	E2F5	0.826818	4	168.42	570	266.829	RN06915040
chr8	80361830	93029650	MMP16	0.826818	4	168.42	570	266.829	RN06915040
chr8	80361830	93029650	HEY1	0.826818	4	168.42	570	266.829	RN06915040
chr8	103338702	144409966	PTK2	0.265409	2	148.262	2298	1073.29	RN06915040
chr8	103338702	144409966	MYC	0.265409	2	148.262	2298	1073.29	RN06915040
chr9	10500	15443991	JAK2	0.314962	2	154.654	845	393.004	RN06915040
chr9	16832214	32632598	CDKN2B	0.33432	3	145.318	648	314.782	RN06915040
chr9	16832214	32632598	CDKN2A	0.33432	3	145.318	648	314.782	RN06915040
chr9	16832214	32632598	RPS6	0.33432	3	145.318	648	314.782	RN06915040
chr9	32632698	40232529	FANCG	-0.583545	1	130.295	1087	485.905	RN06915040
chr9	65468179	131133118	FANCC	0.270447	2	166.772	5294	2394.83	RN06915040
chr9	65468179	131133118	TGFBR1	0.270447	2	166.772	5294	2394.83	RN06915040
chr9	131133618	139795156	TSC1	0.134215	2	174.033	1954	857.86	RN06915040
chr9	131133618	139795156	NOTCH1	0.134215	2	174.033	1954	857.86	RN06915040
chr9	139878816	141152931	NRARP	0.157661	2	176.469	464	205.777	RN06915040
chr9	139878816	141152931	ARRDC1	0.157661	2	176.469	464	205.777	RN06915040
chr10	42379856	135473116	MAPK8	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	PTEN	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	BMPR1A	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	CTBP2	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	FGFR2	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	MMP21	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	CASP7	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	NFKB2	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	CDK1	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	CHUK	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	GDF2	-0.621033	1	110.396	8115	3681.83	RN06915040
chr10	42379856	135473116	FAS	-0.621033	1	110.396	8115	3681.83	RN06915040
chr11	60500	4153728	HRAS	-0.682055	1	122.397	1050	462.649	RN06915040
chr11	4154796	6741311	MMP26	-0.209681	2	191.257	655	299.801	RN06915040
chr11	6741811	32410119	FANCF	0.314987	2	165.231	2055	937.464	RN06915040
chr11	6741811	32410119	E2F8	0.314987	2	165.231	2055	937.464	RN06915040
chr11	6741811	32410119	PIK3C2A	0.314987	2	165.231	2055	937.464	RN06915040
chr11	57798420	60201387	DTX4	0.516081	3	232.691	345	144.994	RN06915040
chr11	60203345	65266275	BAD	0.183851	2	192.228	1582	708.185	RN06915040
chr11	60203345	65266275	VEGFB	0.183851	2	192.228	1582	708.185	RN06915040
chr11	65273448	93583731	FOLR1	0.283855	2	181.747	3291	1482.83	RN06915040
chr11	65273448	93583731	CCND1	0.283855	2	181.747	3291	1482.83	RN06915040
chr11	65273448	93583731	FOLR2	0.283855	2	181.747	3291	1482.83	RN06915040
chr11	65273448	93583731	EMSY	0.283855	2	181.747	3291	1482.83	RN06915040
chr11	65273448	93583731	GSTP1	0.283855	2	181.747	3291	1482.83	RN06915040
chr11	65273448	93583731	FOLR3	0.283855	2	181.747	3291	1482.83	RN06915040
chr11	65273448	93583731	RPS6KB2	0.283855	2	181.747	3291	1482.83	RN06915040
chr11	93584231	101762357	IZUMO1R	0.891805	4	202.092	379	179.49	RN06915040
chr11	93584231	101762357	MAML2	0.891805	4	202.092	379	179.49	RN06915040
chr11	101765604	123625014	MMP12	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	101765604	123625014	MMP3	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	101765604	123625014	MMP27	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	101765604	123625014	MMP1	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	101765604	123625014	MMP10	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	101765604	123625014	MMP7	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	101765604	123625014	ATM	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	101765604	123625014	MMP13	-0.620643	1	117.326	2430	1096.38	RN06915040
chr11	124413257	134946016	CHEK1	-0.593486	1	118.673	893	405.38	RN06915040
chr11	124413257	134946016	OPCML	-0.593486	1	118.673	893	405.38	RN06915040
chr12	60500	14537664	CDKN1B	0.266782	2	181.353	2244	988.976	RN06915040
chr12	60500	14537664	KDM5A	0.266782	2	181.353	2244	988.976	RN06915040
chr12	60500	14537664	LAG3	0.266782	2	181.353	2244	988.976	RN06915040
chr12	60500	14537664	CCND2	0.266782	2	181.353	2244	988.976	RN06915040
chr12	14538164	34431528	PIK3C2G	-0.561605	1	100.926	1443	648.888	RN06915040
chr12	14538164	34431528	KRAS	-0.561605	1	100.926	1443	648.888	RN06915040
chr12	49362781	53460469	ACVR1B	0.208352	2	186.264	1151	494.225	RN06915040
chr12	49362781	53460469	ACVRL1	0.208352	2	186.264	1151	494.225	RN06915040
chr12	56075530	57542868	ERBB3	-0.686724	1	130.835	640	282.398	RN06915040
chr12	56075530	57542868	STAT2	-0.686724	1	130.835	640	282.398	RN06915040
chr12	56075530	57542868	GDF11	-0.686724	1	130.835	640	282.398	RN06915040
chr12	56075530	57542868	CDK2	-0.686724	1	130.835	640	282.398	RN06915040
chr12	56075530	57542868	MMP19	-0.686724	1	130.835	640	282.398	RN06915040
chr12	57604002	62877335	CDK4	-0.673075	1	119.709	476	217.291	RN06915040
chr12	57604002	62877335	DTX3	-0.673075	1	119.709	476	217.291	RN06915040
chr12	57604002	62877335	INHBE	-0.673075	1	119.709	476	217.291	RN06915040
chr12	57604002	62877335	INHBC	-0.673075	1	119.709	476	217.291	RN06915040
chr12	64581315	133770224	MMP17	-0.641999	1	108.577	6419	2882.22	RN06915040
chr12	64581315	133770224	IGF1	-0.641999	1	108.577	6419	2882.22	RN06915040
chr12	64581315	133770224	E2F7	-0.641999	1	108.577	6419	2882.22	RN06915040
chr12	64581315	133770224	NCOR2	-0.641999	1	108.577	6419	2882.22	RN06915040
chr12	64581315	133770224	APAF1	-0.641999	1	108.577	6419	2882.22	RN06915040
chr12	64581315	133770224	DTX1	-0.641999	1	108.577	6419	2882.22	RN06915040
chr12	64581315	133770224	MDM2	-0.641999	1	108.577	6419	2882.22	RN06915040
chr13	23077355	58299462	CCNA1	0.328983	3	164.058	2583	1179.33	RN06915040
chr13	23077355	58299462	ARL11	0.328983	3	164.058	2583	1179.33	RN06915040
chr13	23077355	58299462	SMAD9	0.328983	3	164.058	2583	1179.33	RN06915040
chr13	23077355	58299462	FOXO1	0.328983	3	164.058	2583	1179.33	RN06915040
chr13	23077355	58299462	RB1	0.328983	3	164.058	2583	1179.33	RN06915040
chr13	23077355	58299462	BRCA2	0.328983	3	164.058	2583	1179.33	RN06915040
chr14	19057400	31539194	MMP14	0.200916	2	190.472	1774	792.795	RN06915040
chr14	33014926	47388641	FANCM	0.112151	2	124.311	694	332.28	RN06915040
chr14	51713884	80498475	SNW1	-0.602639	1	112.499	3002	1350.09	RN06915040
chr14	51713884	80498475	TGFB3	-0.602639	1	112.499	3002	1350.09	RN06915040
chr14	51713884	80498475	BMP4	-0.602639	1	112.499	3002	1350.09	RN06915040
chr14	51713884	80498475	NUMB	-0.602639	1	112.499	3002	1350.09	RN06915040
chr14	51713884	80498475	HIF1A	-0.602639	1	112.499	3002	1350.09	RN06915040
chr14	51713884	80498475	RAD51B	-0.602639	1	112.499	3002	1350.09	RN06915040
chr14	51713884	80498475	PSEN1	-0.602639	1	112.499	3002	1350.09	RN06915040
chr14	80669031	107283157	AKT1	-0.567691	1	114.751	2692	1208.18	RN06915040
chr14	80669031	107283157	JAG2	-0.567691	1	114.751	2692	1208.18	RN06915040
chr15	35534610	41960580	RAD51	0.195077	2	171.217	736	338.11	RN06915040
chr15	35534610	41960580	DLL4	0.195077	2	171.217	736	338.11	RN06915040
chr15	41961080	65108656	MAPK6	-0.663395	1	115.576	3190	1412.16	RN06915040
chr15	41961080	65108656	TP53BP1	-0.663395	1	115.576	3190	1412.16	RN06915040
chr15	41961080	65108656	ADAM10	-0.663395	1	115.576	3190	1412.16	RN06915040
chr15	41961080	65108656	APH1B	-0.663395	1	115.576	3190	1412.16	RN06915040
chr15	41961080	65108656	CYP19A1	-0.663395	1	115.576	3190	1412.16	RN06915040
chr15	65108803	102520892	IGF1R	0.224954	2	164.868	3957	1792.91	RN06915040
chr15	65108803	102520892	MAP2K1	0.224954	2	164.868	3957	1792.91	RN06915040
chr15	65108803	102520892	SMAD3	0.224954	2	164.868	3957	1792.91	RN06915040
chr15	65108803	102520892	SMAD6	0.224954	2	164.868	3957	1792.91	RN06915040
chr15	65108803	102520892	MAP2K5	0.224954	2	164.868	3957	1792.91	RN06915040
chr15	65108803	102520892	BLM	0.224954	2	164.868	3957	1792.91	RN06915040
chr15	65108803	102520892	FANCI	0.224954	2	164.868	3957	1792.91	RN06915040
chr16	60500	3458676	PDPK1	-0.710835	1	127.06	1523	683.964	RN06915040
chr16	60500	3458676	MMP25	-0.710835	1	127.06	1523	683.964	RN06915040
chr16	60500	3458676	MLST8	-0.710835	1	127.06	1523	683.964	RN06915040
chr16	60500	3458676	TSC2	-0.710835	1	127.06	1523	683.964	RN06915040
chr16	3458676	31538869	PALB2	0.117069	2	165.748	3714	1665.02	RN06915040
chr16	3458676	31538869	MAPK3	0.117069	2	165.748	3714	1665.02	RN06915040
chr16	46457168	70874121	MMP15	0.216563	2	172.908	2829	1292.86	RN06915040
chr16	46457168	70874121	MMP2	0.216563	2	172.908	2829	1292.86	RN06915040
chr16	46457168	70874121	E2F4	0.216563	2	172.908	2829	1292.86	RN06915040
chr16	46457168	70874121	RBL2	0.216563	2	172.908	2829	1292.86	RN06915040
chr16	46457168	70874121	CDH1	0.216563	2	172.908	2829	1292.86	RN06915040
chr16	71212770	89345521	WWOX	0.199901	2	160.016	1869	852.761	RN06915040
chr16	89351437	90294253	FANCA	0.28562	2	192.983	275	117.383	RN06915040
chr17	6002	2965454	DPH1	-0.938321	1	106.725	565	248.699	RN06915040
chr17	6002	2965454	RPA1	-0.938321	1	106.725	565	248.699	RN06915040
chr17	3343468	10236518	TP53	-0.791519	1	122.153	1996	906.824	RN06915040
chr17	3343468	10236518	HES7	-0.791519	1	122.153	1996	906.824	RN06915040
chr17	10243424	22220573	MAPK7	-0.592791	1	122.687	1574	688.364	RN06915040
chr17	10243424	22220573	MAP2K4	-0.592791	1	122.687	1574	688.364	RN06915040
chr17	10243424	22220573	MAP2K3	-0.592791	1	122.687	1574	688.364	RN06915040
chr17	25268559	36482500	NF1	-0.601627	1	123.26	1776	787.58	RN06915040
chr17	25268559	36482500	RAD51D	-0.601627	1	123.26	1776	787.58	RN06915040
chr17	25268559	36482500	MMP28	-0.601627	1	123.26	1776	787.58	RN06915040
chr17	36482501	39139427	ERBB2	-0.807613	1	117.916	772	335.375	RN06915040
chr17	36482501	39139427	CDK12	-0.807613	1	117.916	772	335.375	RN06915040
chr17	39635948	71084891	BRIP1	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	BRCA1	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	RPS6KB1	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	STAT3	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	MAP3K3	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	RAD51C	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	STAT5B	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	STAT5A	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	39635948	71084891	ITGB3	-0.721629	1	113.686	4711	2096.07	RN06915040
chr17	73838878	81194710	RPTOR	0.713743	3	230.809	1793	805.624	RN06915040
chr17	73838878	81194710	RFNG	0.713743	3	230.809	1793	805.624	RN06915040
chr18	18531241	78016748	MAPK4	-0.578432	1	101.629	3301	1570.95	RN06915040
chr18	18531241	78016748	SMAD4	-0.578432	1	101.629	3301	1570.95	RN06915040
chr18	18531241	78016748	SMAD7	-0.578432	1	101.629	3301	1570.95	RN06915040
chr18	18531241	78016748	BCL2	-0.578432	1	101.629	3301	1570.95	RN06915040
chr18	18531241	78016748	SMAD2	-0.578432	1	101.629	3301	1570.95	RN06915040
chr19	60500	1349341	STK11	-0.0161071	2	145.248	411	178.843	RN06915040
chr19	1399509	9046046	MAP2K2	0.0528391	2	163.032	2227	980.114	RN06915040
chr19	13395870	19843798	NOTCH3	0.101194	2	176.593	1913	845.771	RN06915040
chr19	13395870	19843798	GDF1	0.101194	2	176.593	1913	845.771	RN06915040
chr19	13395870	19843798	PIK3R2	0.101194	2	176.593	1913	845.771	RN06915040
chr19	28263182	33137553	CCNE1	-0.579601	1	102.518	193	99.9766	RN06915040
chr19	35250036	40266636	PSENEN	0.112671	2	181.263	1534	693.086	RN06915040
chr19	35250036	40266636	DLL3	0.112671	2	181.263	1534	693.086	RN06915040
chr19	40267136	44423147	AKT2	-0.757579	1	121.859	1119	487.227	RN06915040
chr19	40267136	44423147	TGFB1	-0.757579	1	121.859	1119	487.227	RN06915040
chr19	40267136	44423147	NUMBL	-0.757579	1	121.859	1119	487.227	RN06915040
chr19	40267136	44423147	XRCC1	-0.757579	1	121.859	1119	487.227	RN06915040
chr19	45179454	52207526	AKT1S1	-0.933954	1	109.41	2264	1002.41	RN06915040
chr19	56701401	58455504	PEG3	-0.328962	2	162.903	491	214.744	RN06915040
chr20	68258	26188389	BMP2	0.297408	2	167.494	2098	954.408	RN06915040
chr20	68258	26188389	JAG1	0.297408	2	167.494	2098	954.408	RN06915040
chr20	29420069	62959313	MMP9	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	WFDC2	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	MMP24	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	AURKA	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	BCL2L1	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	RBL1	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	E2F1	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	SRC	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	RBPJL	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	ITCH	0.231222	2	173.597	4334	1954.93	RN06915040
chr20	29420069	62959313	BMP7	0.231222	2	173.597	4334	1954.93	RN06915040
chr21	37250750	48119395	SLC19A1	0.182571	2	166.508	1545	677.5	RN06915040
chr22	16050500	21303443	COMT	0.158181	2	168.259	752	320.513	RN06915040
chr22	21402191	36745305	MMP11	0.0872185	2	164.843	2082	912.089	RN06915040
chr22	21402191	36745305	MAPK1	0.0872185	2	164.843	2082	912.089	RN06915040
chr22	21402191	36745305	CHEK2	0.0872185	2	164.843	2082	912.089	RN06915040
chr22	36745805	41790350	MFNG	-0.532275	1	130.156	1088	471.121	RN06915040
chr22	36745805	41790350	EP300	-0.532275	1	130.156	1088	471.121	RN06915040
chr22	36745805	41790350	PDGFB	-0.532275	1	130.156	1088	471.121	RN06915040
chr22	41969669	44761840	CYP2D6	-0.514599	1	122.702	511	218.696	RN06915040
chr22	44892754	51244066	MAPK12	-0.467281	1	132.25	938	424.605	RN06915040
chrX	13337009	55289837	BMP15	-0.567058	1	117.647	3287	1510.04	RN06915040
chrX	70644660	148062401	ATRX	-0.531499	1	112.017	4017	1876.54	RN06915040
chr1	65508	1271849	HES4	0.475019	3	173.579	286	93.4501	RN02849541
chr1	1273038	40782905	HEYL	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	HES5	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	MTOR	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	HES2	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	HDAC1	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	RPS6KA1	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	ARID1A	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	CASP9	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	E2F2	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	MMP23B	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	MTHFR	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	1273038	40782905	SPEN	0.0908428	2	123.891	6786	2302.04	RN02849541
chr1	40783405	103348860	TGFBR3	0.240385	2	97.3878	5593	2003.6	RN02849541
chr1	40783405	103348860	RAD54L	0.240385	2	97.3878	5593	2003.6	RN02849541
chr1	40783405	103348860	ZFYVE9	0.240385	2	97.3878	5593	2003.6	RN02849541
chr1	40783405	103348860	JAK1	0.240385	2	97.3878	5593	2003.6	RN02849541
chr1	40783405	103348860	DIRAS3	0.240385	2	97.3878	5593	2003.6	RN02849541
chr1	103487198	121310662	NRAS	0.254645	2	111.964	1847	646.914	RN02849541
chr1	103487198	121310662	CSF1	0.254645	2	111.964	1847	646.914	RN02849541
chr1	103487198	121310662	NOTCH2	0.254645	2	111.964	1847	646.914	RN02849541
chr1	143645025	152085539	CD160	0.291825	2	133.32	1189	394.135	RN02849541
chr1	143645025	152085539	APH1A	0.291825	2	133.32	1189	394.135	RN02849541
chr1	153533828	157095116	RAB25	0.29746	2	146.715	1473	485.89	RN02849541
chr1	157095120	220702295	NCSTN	0.509075	3	113.558	6645	2360.49	RN02849541
chr1	157095120	220702295	TGFB2	0.509075	3	113.558	6645	2360.49	RN02849541
chr1	157095120	220702295	CD244	0.509075	3	113.558	6645	2360.49	RN02849541
chr1	157095120	220702295	MDM4	0.509075	3	113.558	6645	2360.49	RN02849541
chr1	220702795	228404456	PARP1	0.314647	2	105.965	879	308.996	RN02849541
chr1	220702795	228404456	PSEN2	0.314647	2	105.965	879	308.996	RN02849541
chr2	2588312	89496277	SPTBN1	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	2588312	89496277	BMP10	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	2588312	89496277	FANCL	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	2588312	89496277	MSH2	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	2588312	89496277	MSH6	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	2588312	89496277	ADAM17	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	2588312	89496277	EPCAM	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	2588312	89496277	E2F6	-0.207795	2	91.2027	7345	2664.2	RN02849541
chr2	97749554	171785256	ACVR2A	-0.156716	2	87.2189	5260	1909.14	RN02849541
chr2	97749554	171785256	ACVR1	-0.156716	2	87.2189	5260	1909.14	RN02849541
chr2	97749554	171785256	INHBB	-0.156716	2	87.2189	5260	1909.14	RN02849541
chr2	97749554	171785256	TGFBRAP1	-0.156716	2	87.2189	5260	1909.14	RN02849541
chr2	97749554	171785256	ACVR1C	-0.156716	2	87.2189	5260	1909.14	RN02849541
chr2	97749554	171785256	MAP3K2	-0.156716	2	87.2189	5260	1909.14	RN02849541
chr2	171785756	177017674	CIR1	-0.643241	1	80.7503	500	173.607	RN02849541
chr2	177018174	189719385	ITGAV	-0.0788398	2	101.902	1312	485.163	RN02849541
chr2	189953389	201434626	STAT1	-0.218428	2	77.1825	847	309.217	RN02849541
chr2	201435767	204312832	CASP8	-0.615058	1	87.9145	605	199.868	RN02849541
chr2	201435767	204312832	BMPR2	-0.615058	1	87.9145	605	199.868	RN02849541
chr2	201435767	204312832	CASP10	-0.615058	1	87.9145	605	199.868	RN02849541
chr2	204313384	218429634	IDH1	-0.195516	2	85.2852	1064	391.464	RN02849541
chr2	204313384	218429634	CTLA4	-0.195516	2	85.2852	1064	391.464	RN02849541
chr2	204313384	218429634	ERBB4	-0.195516	2	85.2852	1064	391.464	RN02849541
chr2	204313384	218429634	BARD1	-0.195516	2	85.2852	1064	391.464	RN02849541
chr2	218429634	228207620	INHA	-0.577814	1	106.895	1285	448.236	RN02849541
chr2	218429634	228207620	CXCR1	-0.577814	1	106.895	1285	448.236	RN02849541
chr2	218429634	228207620	CXCR2	-0.577814	1	106.895	1285	448.236	RN02849541
chr2	242186417	243188873	PDCD1	0.435476	3	132.344	195	65.7777	RN02849541
chr3	1444993	39180255	ACVR2B	0.223357	2	99.7313	3079	1125.63	RN02849541
chr3	1444993	39180255	MLH1	0.223357	2	99.7313	3079	1125.63	RN02849541
chr3	1444993	39180255	RAF1	0.223357	2	99.7313	3079	1125.63	RN02849541
chr3	1444993	39180255	FANCD2	0.223357	2	99.7313	3079	1125.63	RN02849541
chr3	1444993	39180255	DLEC1	0.223357	2	99.7313	3079	1125.63	RN02849541
chr3	1444993	39180255	TGFBR2	0.223357	2	99.7313	3079	1125.63	RN02849541
chr3	46623242	53157922	CDC25A	-1.58867	1	116.653	2358	816.945	RN02849541
chr3	46623242	53157922	RASSF1	-1.58867	1	116.653	2358	816.945	RN02849541
chr3	46623242	53157922	BAP1	-1.58867	1	116.653	2358	816.945	RN02849541
chr3	93519633	159481705	ATR	0.161278	2	94.8362	5649	2032.75	RN02849541
chr3	93519633	159481705	BTLA	0.161278	2	94.8362	5649	2032.75	RN02849541
chr3	93519633	159481705	TIGIT	0.161278	2	94.8362	5649	2032.75	RN02849541
chr3	93519633	159481705	DTX3L	0.161278	2	94.8362	5649	2032.75	RN02849541
chr3	93519633	159481705	GSK3B	0.161278	2	94.8362	5649	2032.75	RN02849541
chr3	161518510	197501095	EIF5A2	0.712859	3	109.171	2722	983.863	RN02849541
chr3	161518510	197501095	PIK3CA	0.712859	3	109.171	2722	983.863	RN02849541
chr3	161518510	197501095	TERC	0.712859	3	109.171	2722	983.863	RN02849541
chr3	161518510	197501095	HES1	0.712859	3	109.171	2722	983.863	RN02849541
chr4	654225	49063323	FGFR3	-0.0994107	2	91.7045	3403	1256.37	RN02849541
chr4	654225	49063323	RBPJ	-0.0994107	2	91.7045	3403	1256.37	RN02849541
chr4	654225	49063323	CTBP1	-0.0994107	2	91.7045	3403	1256.37	RN02849541
chr4	52660617	190981567	KIT	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	CXCL8	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	FBXW7	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	BMP3	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	PDGFRA	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	CASP3	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	EIF4E	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	BMPR1B	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	NFKB1	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	SMAD1	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	CASP6	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	KDR	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr4	52660617	190981567	MAML3	-0.0889834	2	80.6895	8165	3044.6	RN02849541
chr5	864520	45907753	TERT	0.195302	2	85.8116	2465	937.606	RN02849541
chr5	864520	45907753	DAB2	0.195302	2	85.8116	2465	937.606	RN02849541
chr5	864520	45907753	RICTOR	0.195302	2	85.8116	2465	937.606	RN02849541
chr5	49555074	68902980	CCNB1	0.212325	2	80.9889	1246	457.452	RN02849541
chr5	49555074	68902980	PIK3R1	0.212325	2	80.9889	1246	457.452	RN02849541
chr5	49555074	68902980	MAP3K1	0.212325	2	80.9889	1246	457.452	RN02849541
chr5	70819803	139940805	SMAD5	0.150173	2	88.3315	4679	1723.01	RN02849541
chr5	70819803	139940805	RAD50	0.150173	2	88.3315	4679	1723.01	RN02849541
chr5	140870231	175923700	CSF1R	0.249342	2	104.134	2758	1012.71	RN02849541
chr5	140870231	175923700	HAVCR2	0.249342	2	104.134	2758	1012.71	RN02849541
chr5	140870231	175923700	FGF1	0.249342	2	104.134	2758	1012.71	RN02849541
chr5	140870231	175923700	SPARC	0.249342	2	104.134	2758	1012.71	RN02849541
chr5	140870231	175923700	PDGFRB	0.249342	2	104.134	2758	1012.71	RN02849541
chr5	177034317	179976452	MAPK9	0.262224	2	122.699	478	158.317	RN02849541
chr5	177034317	179976452	MAML1	0.262224	2	122.699	478	158.317	RN02849541
chr6	60500	30035324	E2F3	0.290003	2	105.88	2344	838.033	RN02849541
chr6	60500	30035324	HLA-G	0.290003	2	105.88	2344	838.033	RN02849541
